"ID";"RegioS";"Perioden";"TotaleBevolking_1"
"16589";"GM0177";"2024JJ00";"   38364"
"16615";"GM0834";"2020JJ00";""
"16616";"GM0834";"2021JJ00";""
"16617";"GM0834";"2022JJ00";""
"16618";"GM0834";"2023JJ00";""
"16619";"GM0834";"2024JJ00";""
"16645";"GM0835";"2020JJ00";""
"16646";"GM0835";"2021JJ00";""
"16647";"GM0835";"2022JJ00";""
"16648";"GM0835";"2023JJ00";""
"16649";"GM0835";"2024JJ00";""
"16675";"GM0595";"2020JJ00";""
"16676";"GM0595";"2021JJ00";""
"16677";"GM0595";"2022JJ00";""
"16678";"GM0595";"2023JJ00";""
"16679";"GM0595";"2024JJ00";""
"16705";"GM1661";"2020JJ00";""
"16706";"GM1661";"2021JJ00";""
"16707";"GM1661";"2022JJ00";""
"16708";"GM1661";"2023JJ00";""
"16709";"GM1661";"2024JJ00";""
"16735";"GM0703";"2020JJ00";"   22730"
"16736";"GM0703";"2021JJ00";"   22896"
"16737";"GM0703";"2022JJ00";"   22920"
"16738";"GM0703";"2023JJ00";"   23255"
"16739";"GM0703";"2024JJ00";"   23325"
"16765";"GM0274";"2020JJ00";"   31419"
"16766";"GM0274";"2021JJ00";"   31417"
"16767";"GM0274";"2022JJ00";"   31358"
"16768";"GM0274";"2023JJ00";"   31461"
"16769";"GM0274";"2024JJ00";"   31419"
"16795";"GM0339";"2020JJ00";"    5444"
"16796";"GM0339";"2021JJ00";"    5556"
"16797";"GM0339";"2022JJ00";"    5651"
"16798";"GM0339";"2023JJ00";"    5747"
"16799";"GM0339";"2024JJ00";"    5753"
"16825";"GM0836";"2020JJ00";""
"16826";"GM0836";"2021JJ00";""
"16827";"GM0836";"2022JJ00";""
"16828";"GM0836";"2023JJ00";""
"16829";"GM0836";"2024JJ00";""
"16855";"GM1667";"2020JJ00";"   13112"
"16856";"GM1667";"2021JJ00";"   13127"
"16857";"GM1667";"2022JJ00";"   13271"
"16858";"GM1667";"2023JJ00";"   13542"
"16859";"GM1667";"2024JJ00";"   13577"
"16885";"GM0275";"2020JJ00";"   43761"
"16886";"GM0275";"2021JJ00";"   43525"
"16887";"GM0275";"2022JJ00";"   43435"
"16888";"GM0275";"2023JJ00";"   43570"
"16889";"GM0275";"2024JJ00";"   43661"
"16915";"GM0340";"2020JJ00";"   20119"
"16916";"GM0340";"2021JJ00";"   20203"
"16917";"GM0340";"2022JJ00";"   20265"
"16918";"GM0340";"2023JJ00";"   20329"
"16919";"GM0340";"2024JJ00";"   20235"
"16945";"GM0597";"2020JJ00";"   46189"
"16946";"GM0597";"2021JJ00";"   46671"
"16947";"GM0597";"2022JJ00";"   47099"
"16948";"GM0597";"2023JJ00";"   47477"
"16949";"GM0597";"2024JJ00";"   47721"
"16975";"GM0837";"2020JJ00";""
"16976";"GM0837";"2021JJ00";""
"16977";"GM0837";"2022JJ00";""
"16978";"GM0837";"2023JJ00";""
"16979";"GM0837";"2024JJ00";""
"17005";"GM0602";"2020JJ00";""
"17006";"GM0602";"2021JJ00";""
"17007";"GM0602";"2022JJ00";""
"17008";"GM0602";"2023JJ00";""
"17009";"GM0602";"2024JJ00";""
"17035";"GM0196";"2020JJ00";""
"17036";"GM0196";"2021JJ00";""
"17037";"GM0196";"2022JJ00";""
"17038";"GM0196";"2023JJ00";""
"17039";"GM0196";"2024JJ00";""
"17065";"GM1672";"2020JJ00";""
"17066";"GM1672";"2021JJ00";""
"17067";"GM1672";"2022JJ00";""
"17068";"GM1672";"2023JJ00";""
"17069";"GM1672";"2024JJ00";""
"17095";"GM0841";"2020JJ00";""
"17096";"GM0841";"2021JJ00";""
"17097";"GM0841";"2022JJ00";""
"17098";"GM0841";"2023JJ00";""
"17099";"GM0841";"2024JJ00";""
"17125";"GM0178";"2020JJ00";""
"17126";"GM0178";"2021JJ00";""
"17127";"GM0178";"2022JJ00";""
"17128";"GM0178";"2023JJ00";""
"17129";"GM0178";"2024JJ00";""
"17155";"GM1742";"2020JJ00";"   38177"
"17156";"GM1742";"2021JJ00";"   38204"
"17157";"GM1742";"2022JJ00";"   38231"
"17158";"GM1742";"2023JJ00";"   38493"
"17159";"GM1742";"2024JJ00";"   38675"
"17185";"GM0603";"2020JJ00";"   54450"
"17186";"GM0603";"2021JJ00";"   55220"
"17187";"GM0603";"2022JJ00";"   56941"
"17188";"GM0603";"2023JJ00";"   57997"
"17189";"GM0603";"2024JJ00";"   59642"
"17215";"GM0125";"2020JJ00";""
"17216";"GM0125";"2021JJ00";""
"17217";"GM0125";"2022JJ00";""
"17218";"GM0125";"2023JJ00";""
"17219";"GM0125";"2024JJ00";""
"17245";"GM1669";"2020JJ00";"   20574"
"17246";"GM1669";"2021JJ00";"   20580"
"17247";"GM1669";"2022JJ00";"   20558"
"17248";"GM1669";"2023JJ00";"   20702"
"17249";"GM1669";"2024JJ00";"   20806"
"17275";"GM0957";"2020JJ00";"   58260"
"17276";"GM0957";"2021JJ00";"   58763"
"17277";"GM0957";"2022JJ00";"   59184"
"17278";"GM0957";"2023JJ00";"   59981"
"17279";"GM0957";"2024JJ00";"   60743"
"17305";"GM1670";"2020JJ00";""
"17306";"GM1670";"2021JJ00";""
"17307";"GM1670";"2022JJ00";""
"17308";"GM1670";"2023JJ00";""
"17309";"GM1670";"2024JJ00";""
"17335";"GM0126";"2020JJ00";""
"17336";"GM0126";"2021JJ00";""
"17337";"GM0126";"2022JJ00";""
"17338";"GM0126";"2023JJ00";""
"17339";"GM0126";"2024JJ00";""
"17365";"GM0736";"2020JJ00";"   44456"
"17366";"GM0736";"2021JJ00";"   44720"
"17367";"GM0736";"2022JJ00";"   44955"
"17368";"GM0736";"2023JJ00";"   45572"
"17369";"GM0736";"2024JJ00";"   45813"
"17395";"GM1674";"2020JJ00";"   77251"
"17396";"GM1674";"2021JJ00";"   77200"
"17397";"GM1674";"2022JJ00";"   77244"
"17398";"GM1674";"2023JJ00";"   77613"
"17399";"GM1674";"2024JJ00";"   77559"
"17425";"GM0838";"2020JJ00";""
"17426";"GM0838";"2021JJ00";""
"17427";"GM0838";"2022JJ00";""
"17428";"GM0838";"2023JJ00";""
"17429";"GM0838";"2024JJ00";""
"17455";"GM0839";"2020JJ00";""
"17456";"GM0839";"2021JJ00";""
"17457";"GM0839";"2022JJ00";""
"17458";"GM0839";"2023JJ00";""
"17459";"GM0839";"2024JJ00";""
"17485";"GM0276";"2020JJ00";""
"17486";"GM0276";"2021JJ00";""
"17487";"GM0276";"2022JJ00";""
"17488";"GM0276";"2023JJ00";""
"17489";"GM0276";"2024JJ00";""
"17515";"GM0599";"2020JJ00";"  651157"
"17516";"GM0599";"2021JJ00";"  651631"
"17517";"GM0599";"2022JJ00";"  655468"
"17518";"GM0599";"2023JJ00";"  663900"
"17519";"GM0599";"2024JJ00";"  670610"
"17545";"GM0600";"2020JJ00";""
"17546";"GM0600";"2021JJ00";""
"17547";"GM0600";"2022JJ00";""
"17548";"GM0600";"2023JJ00";""
"17549";"GM0600";"2024JJ00";""
"17575";"GM0277";"2020JJ00";"    1704"
"17576";"GM0277";"2021JJ00";"    1726"
"17577";"GM0277";"2022JJ00";"    1756"
"17578";"GM0277";"2023JJ00";"    1754"
"17579";"GM0277";"2024JJ00";"    1831"
"17605";"GM0840";"2020JJ00";"   22878"
"17606";"GM0840";"2021JJ00";"   23080"
"17607";"GM0840";"2022JJ00";"   23326"
"17608";"GM0840";"2023JJ00";"   23636"
"17609";"GM0840";"2024JJ00";"   23920"
"17635";"GM0127";"2020JJ00";""
"17636";"GM0127";"2021JJ00";""
"17637";"GM0127";"2022JJ00";""
"17638";"GM0127";"2023JJ00";""
"17639";"GM0127";"2024JJ00";""
"17665";"GM0128";"2020JJ00";""
"17666";"GM0128";"2021JJ00";""
"17667";"GM0128";"2022JJ00";""
"17668";"GM0128";"2023JJ00";""
"17669";"GM0128";"2024JJ00";""
"17695";"GM0278";"2020JJ00";""
"17696";"GM0278";"2021JJ00";""
"17697";"GM0278";"2022JJ00";""
"17698";"GM0278";"2023JJ00";""
"17699";"GM0278";"2024JJ00";""
"17725";"GM0704";"2020JJ00";""
"17726";"GM0704";"2021JJ00";""
"17727";"GM0704";"2022JJ00";""
"17728";"GM0704";"2023JJ00";""
"17729";"GM0704";"2024JJ00";""
"17755";"GM0604";"2020JJ00";""
"17756";"GM0604";"2021JJ00";""
"17757";"GM0604";"2022JJ00";""
"17758";"GM0604";"2023JJ00";""
"17759";"GM0604";"2024JJ00";""
"17785";"GM0441";"2020JJ00";"   46483"
"17786";"GM0441";"2021JJ00";"   46532"
"17787";"GM0441";"2022JJ00";"   46833"
"17788";"GM0441";"2023JJ00";"   47450"
"17789";"GM0441";"2024JJ00";"   47744"
"17815";"GM0039";"2020JJ00";""
"17816";"GM0039";"2021JJ00";""
"17817";"GM0039";"2022JJ00";""
"17818";"GM0039";"2023JJ00";""
"17819";"GM0039";"2024JJ00";""
"17845";"GM0458";"2020JJ00";""
"17846";"GM0458";"2021JJ00";""
"17847";"GM0458";"2022JJ00";""
"17848";"GM0458";"2023JJ00";""
"17849";"GM0458";"2024JJ00";""
"17875";"GM0279";"2020JJ00";"    9880"
"17876";"GM0279";"2021JJ00";"   10128"
"17877";"GM0279";"2022JJ00";"   10317"
"17878";"GM0279";"2023JJ00";"   10386"
"17879";"GM0279";"2024JJ00";"   10343"
"17905";"GM0606";"2020JJ00";"   78730"
"17906";"GM0606";"2021JJ00";"   79279"
"17907";"GM0606";"2022JJ00";"   79644"
"17908";"GM0606";"2023JJ00";"   80628"
"17909";"GM0606";"2024JJ00";"   81838"
"17935";"GM0088";"2020JJ00";"     947"
"17936";"GM0088";"2021JJ00";"     931"
"17937";"GM0088";"2022JJ00";"     944"
"17938";"GM0088";"2023JJ00";"     982"
"17939";"GM0088";"2024JJ00";"     972"
"17965";"GM0844";"2020JJ00";""
"17966";"GM0844";"2021JJ00";""
"17967";"GM0844";"2022JJ00";""
"17968";"GM0844";"2023JJ00";""
"17969";"GM0844";"2024JJ00";""
"17995";"GM0962";"2020JJ00";""
"17996";"GM0962";"2021JJ00";""
"17997";"GM0962";"2022JJ00";""
"17998";"GM0962";"2023JJ00";""
"17999";"GM0962";"2024JJ00";""
"18025";"GM0607";"2020JJ00";""
"18026";"GM0607";"2021JJ00";""
"18027";"GM0607";"2022JJ00";""
"18028";"GM0607";"2023JJ00";""
"18029";"GM0607";"2024JJ00";""
"18055";"GM0129";"2020JJ00";""
"18056";"GM0129";"2021JJ00";""
"18057";"GM0129";"2022JJ00";""
"18058";"GM0129";"2023JJ00";""
"18059";"GM0129";"2024JJ00";""
"18085";"GM0608";"2020JJ00";""
"18086";"GM0608";"2021JJ00";""
"18087";"GM0608";"2022JJ00";""
"18088";"GM0608";"2023JJ00";""
"18089";"GM0608";"2024JJ00";""
"18115";"GM0444";"2020JJ00";""
"18116";"GM0444";"2021JJ00";""
"18117";"GM0444";"2022JJ00";""
"18118";"GM0444";"2023JJ00";""
"18119";"GM0444";"2024JJ00";""
"18145";"GM1676";"2020JJ00";"   33839"
"18146";"GM1676";"2021JJ00";"   34065"
"18147";"GM1676";"2022JJ00";"   34152"
"18148";"GM1676";"2023JJ00";"   34561"
"18149";"GM1676";"2024JJ00";"   34631"
"18175";"GM0964";"2020JJ00";""
"18176";"GM0964";"2021JJ00";""
"18177";"GM0964";"2022JJ00";""
"18178";"GM0964";"2023JJ00";""
"18179";"GM0964";"2024JJ00";""
"18205";"GM0965";"2020JJ00";"   10555"
"18206";"GM0965";"2021JJ00";"   10477"
"18207";"GM0965";"2022JJ00";"   10425"
"18208";"GM0965";"2023JJ00";"   10396"
"18209";"GM0965";"2024JJ00";"   10255"
"18235";"GM1702";"2020JJ00";"   11664"
"18236";"GM1702";"2021JJ00";"   11691"
"18237";"GM1702";"2022JJ00";""
"18238";"GM1702";"2023JJ00";""
"18239";"GM1702";"2024JJ00";""
"18265";"GM0845";"2020JJ00";"   29208"
"18266";"GM0845";"2021JJ00";"   29498"
"18267";"GM0845";"2022JJ00";"   29731"
"18268";"GM0845";"2023JJ00";"   30135"
"18269";"GM0845";"2024JJ00";"   30094"
"18295";"GM0846";"2020JJ00";""
"18296";"GM0846";"2021JJ00";""
"18297";"GM0846";"2022JJ00";""
"18298";"GM0846";"2023JJ00";""
"18299";"GM0846";"2024JJ00";""
"18325";"GM0968";"2020JJ00";""
"18326";"GM0968";"2021JJ00";""
"18327";"GM0968";"2022JJ00";""
"18328";"GM0968";"2023JJ00";""
"18329";"GM0968";"2024JJ00";""
"18355";"GM1883";"2020JJ00";"   92429"
"18356";"GM1883";"2021JJ00";"   91743"
"18357";"GM1883";"2022JJ00";"   91719"
"18358";"GM1883";"2023JJ00";"   92234"
"18359";"GM1883";"2024JJ00";"   92650"
"18385";"GM0051";"2020JJ00";""
"18386";"GM0051";"2021JJ00";""
"18387";"GM0051";"2022JJ00";""
"18388";"GM0051";"2023JJ00";""
"18389";"GM0051";"2024JJ00";""
"18415";"GM0130";"2020JJ00";""
"18416";"GM0130";"2021JJ00";""
"18417";"GM0130";"2022JJ00";""
"18418";"GM0130";"2023JJ00";""
"18419";"GM0130";"2024JJ00";""
"18445";"GM0610";"2020JJ00";"   25220"
"18446";"GM0610";"2021JJ00";"   25597"
"18447";"GM0610";"2022JJ00";"   25897"
"18448";"GM0610";"2023JJ00";"   26184"
"18449";"GM0610";"2024JJ00";"   26261"
"18475";"GM0040";"2020JJ00";""
"18476";"GM0040";"2021JJ00";""
"18477";"GM0040";"2022JJ00";""
"18478";"GM0040";"2023JJ00";""
"18479";"GM0040";"2024JJ00";""
"18505";"GM1714";"2020JJ00";"   23210"
"18506";"GM1714";"2021JJ00";"   23166"
"18507";"GM1714";"2022JJ00";"   23141"
"18508";"GM1714";"2023JJ00";"   23243"
"18509";"GM1714";"2024JJ00";"   23150"
"18535";"GM1698";"2020JJ00";""
"18536";"GM1698";"2021JJ00";""
"18537";"GM1698";"2022JJ00";""
"18538";"GM1698";"2023JJ00";""
"18539";"GM1698";"2024JJ00";""
"18565";"GM0090";"2020JJ00";"   56150"
"18566";"GM0090";"2021JJ00";"   56040"
"18567";"GM0090";"2022JJ00";"   55895"
"18568";"GM0090";"2023JJ00";"   56098"
"18569";"GM0090";"2024JJ00";"   56661"
"18595";"GM0131";"2020JJ00";""
"18596";"GM0131";"2021JJ00";""
"18597";"GM0131";"2022JJ00";""
"18598";"GM0131";"2023JJ00";""
"18599";"GM0131";"2024JJ00";""
"18625";"GM0091";"2020JJ00";""
"18626";"GM0091";"2021JJ00";""
"18627";"GM0091";"2022JJ00";""
"18628";"GM0091";"2023JJ00";""
"18629";"GM0091";"2024JJ00";""
"18655";"GM0342";"2020JJ00";"   46606"
"18656";"GM0342";"2021JJ00";"   46906"
"18657";"GM0342";"2022JJ00";"   47113"
"18658";"GM0342";"2023JJ00";"   47439"
"18659";"GM0342";"2024JJ00";"   47682"
"18685";"GM0847";"2020JJ00";"   19368"
"18686";"GM0847";"2021JJ00";"   19428"
"18687";"GM0847";"2022JJ00";"   19701"
"18688";"GM0847";"2023JJ00";"   20061"
"18689";"GM0847";"2024JJ00";"   20188"
"18715";"GM0848";"2020JJ00";"   17322"
"18716";"GM0848";"2021JJ00";"   17552"
"18717";"GM0848";"2022JJ00";"   17775"
"18718";"GM0848";"2023JJ00";"   18010"
"18719";"GM0848";"2024JJ00";"   17959"
"18745";"GM0612";"2020JJ00";""
"18746";"GM0612";"2021JJ00";""
"18747";"GM0612";"2022JJ00";""
"18748";"GM0612";"2023JJ00";""
"18749";"GM0612";"2024JJ00";""
"18775";"GM0849";"2020JJ00";""
"18776";"GM0849";"2021JJ00";""
"18777";"GM0849";"2022JJ00";""
"18778";"GM0849";"2023JJ00";""
"18779";"GM0849";"2024JJ00";""
"18805";"GM1691";"2020JJ00";""
"18806";"GM1691";"2021JJ00";""
"18807";"GM1691";"2022JJ00";""
"18808";"GM1691";"2023JJ00";""
"18809";"GM1691";"2024JJ00";""
"18835";"GM0179";"2020JJ00";""
"18836";"GM0179";"2021JJ00";""
"18837";"GM0179";"2022JJ00";""
"18838";"GM0179";"2023JJ00";""
"18839";"GM0179";"2024JJ00";""
"18865";"GM0037";"2020JJ00";"   31686"
"18866";"GM0037";"2021JJ00";"   31754"
"18867";"GM0037";"2022JJ00";"   31851"
"18868";"GM0037";"2023JJ00";"   32135"
"18869";"GM0037";"2024JJ00";"   32013"
"18895";"GM0850";"2020JJ00";""
"18896";"GM0850";"2021JJ00";""
"18897";"GM0850";"2022JJ00";""
"18898";"GM0850";"2023JJ00";""
"18899";"GM0850";"2024JJ00";""
"18925";"GM0180";"2020JJ00";"   17145"
"18926";"GM0180";"2021JJ00";"   17261"
"18927";"GM0180";"2022JJ00";"   17282"
"18928";"GM0180";"2023JJ00";"   17628"
"18929";"GM0180";"2024JJ00";"   17739"
"18955";"GM0532";"2020JJ00";"   21726"
"18956";"GM0532";"2021JJ00";"   21743"
"18957";"GM0532";"2022JJ00";"   21947"
"18958";"GM0532";"2023JJ00";"   22138"
"18959";"GM0532";"2024JJ00";"   22217"
"18985";"GM0851";"2020JJ00";"   24416"
"18986";"GM0851";"2021JJ00";"   24310"
"18987";"GM0851";"2022JJ00";"   24333"
"18988";"GM0851";"2023JJ00";"   24610"
"18989";"GM0851";"2024JJ00";"   24476"
"19015";"GM0280";"2020JJ00";""
"19016";"GM0280";"2021JJ00";""
"19017";"GM0280";"2022JJ00";""
"19018";"GM0280";"2023JJ00";""
"19019";"GM0280";"2024JJ00";""
"19045";"GM0181";"2020JJ00";""
"19046";"GM0181";"2021JJ00";""
"19047";"GM0181";"2022JJ00";""
"19048";"GM0181";"2023JJ00";""
"19049";"GM0181";"2024JJ00";""
"19075";"GM1708";"2020JJ00";"   44126"
"19076";"GM1708";"2021JJ00";"   44341"
"19077";"GM1708";"2022JJ00";"   44741"
"19078";"GM1708";"2023JJ00";"   45376"
"19079";"GM1708";"2024JJ00";"   45472"
"19105";"GM0971";"2020JJ00";"   25007"
"19106";"GM0971";"2021JJ00";"   24875"
"19107";"GM0971";"2022JJ00";"   24803"
"19108";"GM0971";"2023JJ00";"   24772"
"19109";"GM0971";"2024JJ00";"   24744"
"19135";"GM1904";"2020JJ00";"   64931"
"19136";"GM1904";"2021JJ00";"   65108"
"19137";"GM1904";"2022JJ00";"   65240"
"19138";"GM1904";"2023JJ00";"   65771"
"19139";"GM1904";"2024JJ00";"   65878"
"19165";"GM0973";"2020JJ00";""
"19166";"GM0973";"2021JJ00";""
"19167";"GM0973";"2022JJ00";""
"19168";"GM0973";"2023JJ00";""
"19169";"GM0973";"2024JJ00";""
"19195";"GM0617";"2020JJ00";""
"19196";"GM0617";"2021JJ00";""
"19197";"GM0617";"2022JJ00";""
"19198";"GM0617";"2023JJ00";""
"19199";"GM0617";"2024JJ00";""
"19225";"GM1900";"2020JJ00";"   89987"
"19226";"GM1900";"2021JJ00";"   89999"
"19227";"GM1900";"2022JJ00";"   90300"
"19228";"GM1900";"2023JJ00";"   90883"
"19229";"GM1900";"2024JJ00";"   90421"
"19255";"GM0974";"2020JJ00";""
"19256";"GM0974";"2021JJ00";""
"19257";"GM0974";"2022JJ00";""
"19258";"GM0974";"2023JJ00";""
"19259";"GM0974";"2024JJ00";""
"19285";"GM0975";"2020JJ00";""
"19286";"GM0975";"2021JJ00";""
"19287";"GM0975";"2022JJ00";""
"19288";"GM0975";"2023JJ00";""
"19289";"GM0975";"2024JJ00";""
"19315";"GM0976";"2020JJ00";""
"19316";"GM0976";"2021JJ00";""
"19317";"GM0976";"2022JJ00";""
"19318";"GM0976";"2023JJ00";""
"19319";"GM0976";"2024JJ00";""
"19345";"GM0853";"2020JJ00";""
"19346";"GM0853";"2021JJ00";""
"19347";"GM0853";"2022JJ00";""
"19348";"GM0853";"2023JJ00";""
"19349";"GM0853";"2024JJ00";""
"19375";"GM0715";"2020JJ00";"   54426"
"19376";"GM0715";"2021JJ00";"   54463"
"19377";"GM0715";"2022JJ00";"   54501"
"19378";"GM0715";"2023JJ00";"   54993"
"19379";"GM0715";"2024JJ00";"   55132"
"19405";"GM0093";"2020JJ00";"    4888"
"19406";"GM0093";"2021JJ00";"    4870"
"19407";"GM0093";"2022JJ00";"    4960"
"19408";"GM0093";"2023JJ00";"    4928"
"19409";"GM0093";"2024JJ00";"    4898"
"19435";"GM0854";"2020JJ00";""
"19436";"GM0854";"2021JJ00";""
"19437";"GM0854";"2022JJ00";""
"19438";"GM0854";"2023JJ00";""
"19439";"GM0854";"2024JJ00";""
"19465";"GM0448";"2020JJ00";"   13575"
"19466";"GM0448";"2021JJ00";"   13656"
"19467";"GM0448";"2022JJ00";"   13687"
"19468";"GM0448";"2023JJ00";"   13979"
"19469";"GM0448";"2024JJ00";"   13815"
"19495";"GM1525";"2020JJ00";"   37440"
"19496";"GM1525";"2021JJ00";"   37791"
"19497";"GM1525";"2022JJ00";"   37942"
"19498";"GM1525";"2023JJ00";"   38510"
"19499";"GM1525";"2024JJ00";"   38470"
"19525";"GM0716";"2020JJ00";"   25757"
"19526";"GM0716";"2021JJ00";"   26085"
"19527";"GM0716";"2022JJ00";"   26401"
"19528";"GM0716";"2023JJ00";"   26825"
"19529";"GM0716";"2024JJ00";"   26851"
"19555";"GM0977";"2020JJ00";""
"19556";"GM0977";"2021JJ00";""
"19557";"GM0977";"2022JJ00";""
"19558";"GM0977";"2023JJ00";""
"19559";"GM0977";"2024JJ00";""
"19585";"GM0281";"2020JJ00";"   42159"
"19586";"GM0281";"2021JJ00";"   41920"
"19587";"GM0281";"2022JJ00";"   42277"
"19588";"GM0281";"2023JJ00";"   42604"
"19589";"GM0281";"2024JJ00";"   42370"
"19615";"GM0855";"2020JJ00";"  219789"
"19616";"GM0855";"2021JJ00";"  221947"
"19617";"GM0855";"2022JJ00";"  224459"
"19618";"GM0855";"2023JJ00";"  227707"
"19619";"GM0855";"2024JJ00";"  229836"
"19645";"GM0183";"2020JJ00";"   21275"
"19646";"GM0183";"2021JJ00";"   21315"
"19647";"GM0183";"2022JJ00";"   21364"
"19648";"GM0183";"2023JJ00";"   21408"
"19649";"GM0183";"2024JJ00";"   21397"
"19675";"GM1700";"2020JJ00";"   33743"
"19676";"GM1700";"2021JJ00";"   33699"
"19677";"GM1700";"2022JJ00";"   33718"
"19678";"GM1700";"2023JJ00";"   33867"
"19679";"GM1700";"2024JJ00";"   34073"
"19705";"GM1730";"2020JJ00";"   33887"
"19706";"GM1730";"2021JJ00";"   33978"
"19707";"GM1730";"2022JJ00";"   34221"
"19708";"GM1730";"2023JJ00";"   34592"
"19709";"GM1730";"2024JJ00";"   34736"
"19735";"GM0737";"2020JJ00";"   32052"
"19736";"GM0737";"2021JJ00";"   32060"
"19737";"GM0737";"2022JJ00";"   32282"
"19738";"GM0737";"2023JJ00";"   32408"
"19739";"GM0737";"2024JJ00";"   32595"
"19765";"GM0282";"2020JJ00";""
"19766";"GM0282";"2021JJ00";""
"19767";"GM0282";"2022JJ00";""
"19768";"GM0282";"2023JJ00";""
"19769";"GM0282";"2024JJ00";""
"19795";"GM0856";"2020JJ00";"   42119"
"19796";"GM0856";"2021JJ00";"   42291"
"19797";"GM0856";"2022JJ00";""
"19798";"GM0856";"2023JJ00";""
"19799";"GM0856";"2024JJ00";""
"19825";"GM0857";"2020JJ00";""
"19826";"GM0857";"2021JJ00";""
"19827";"GM0857";"2022JJ00";""
"19828";"GM0857";"2023JJ00";""
"19829";"GM0857";"2024JJ00";""
"19855";"GM0450";"2020JJ00";"   13666"
"19856";"GM0450";"2021JJ00";"   13632"
"19857";"GM0450";"2022JJ00";"   13563"
"19858";"GM0450";"2023JJ00";"   13472"
"19859";"GM0450";"2024JJ00";"   13400"
"19885";"GM0451";"2020JJ00";"   29478"
"19886";"GM0451";"2021JJ00";"   30206"
"19887";"GM0451";"2022JJ00";"   31018"
"19888";"GM0451";"2023JJ00";"   31442"
"19889";"GM0451";"2024JJ00";"   31685"
"19915";"GM0184";"2020JJ00";"   21031"
"19916";"GM0184";"2021JJ00";"   21227"
"19917";"GM0184";"2022JJ00";"   21468"
"19918";"GM0184";"2023JJ00";"   21829"
"19919";"GM0184";"2024JJ00";"   21958"
"19945";"GM0344";"2020JJ00";"  357597"
"19946";"GM0344";"2021JJ00";"  359370"
"19947";"GM0344";"2022JJ00";"  361699"
"19948";"GM0344";"2023JJ00";"  367947"
"19949";"GM0344";"2024JJ00";"  374238"
"19975";"GM1581";"2020JJ00";"   49580"
"19976";"GM1581";"2021JJ00";"   49946"
"19977";"GM1581";"2022JJ00";"   49981"
"19978";"GM1581";"2023JJ00";"   50429"
"19979";"GM1581";"2024JJ00";"   50550"
"20005";"GM0981";"2020JJ00";"   10105"
"20006";"GM0981";"2021JJ00";"   10084"
"20007";"GM0981";"2022JJ00";"   10135"
"20008";"GM0981";"2023JJ00";"   10190"
"20009";"GM0981";"2024JJ00";"   10121"
"20035";"GM0283";"2020JJ00";""
"20036";"GM0283";"2021JJ00";""
"20037";"GM0283";"2022JJ00";""
"20038";"GM0283";"2023JJ00";""
"20039";"GM0283";"2024JJ00";""
"20065";"GM0619";"2020JJ00";""
"20066";"GM0619";"2021JJ00";""
"20067";"GM0619";"2022JJ00";""
"20068";"GM0619";"2023JJ00";""
"20069";"GM0619";"2024JJ00";""
"20095";"GM0994";"2020JJ00";"   16367"
"20096";"GM0994";"2021JJ00";"   16365"
"20097";"GM0994";"2022JJ00";"   16167"
"20098";"GM0994";"2023JJ00";"   16423"
"20099";"GM0994";"2024JJ00";"   16431"
"20125";"GM0720";"2020JJ00";""
"20126";"GM0720";"2021JJ00";""
"20127";"GM0720";"2022JJ00";""
"20128";"GM0720";"2023JJ00";""
"20129";"GM0720";"2024JJ00";""
"20155";"GM0858";"2020JJ00";"   31193"
"20156";"GM0858";"2021JJ00";"   31221"
"20157";"GM0858";"2022JJ00";"   31236"
"20158";"GM0858";"2023JJ00";"   31527"
"20159";"GM0858";"2024JJ00";"   31714"
"20185";"GM0047";"2020JJ00";"   27384"
"20186";"GM0047";"2021JJ00";"   27417"
"20187";"GM0047";"2022JJ00";"   27466"
"20188";"GM0047";"2023JJ00";"   27616"
"20189";"GM0047";"2024JJ00";"   27520"
"20215";"GM0345";"2020JJ00";"   66493"
"20216";"GM0345";"2021JJ00";"   66912"
"20217";"GM0345";"2022JJ00";"   67671"
"20218";"GM0345";"2023JJ00";"   68525"
"20219";"GM0345";"2024JJ00";"   69440"
"20245";"GM0717";"2020JJ00";"   21880"
"20246";"GM0717";"2021JJ00";"   21953"
"20247";"GM0717";"2022JJ00";"   21850"
"20248";"GM0717";"2023JJ00";"   22045"
"20249";"GM0717";"2024JJ00";"   22067"
"20275";"GM0860";"2020JJ00";""
"20276";"GM0860";"2021JJ00";""
"20277";"GM0860";"2022JJ00";""
"20278";"GM0860";"2023JJ00";""
"20279";"GM0860";"2024JJ00";""
"20305";"GM0861";"2020JJ00";"   45466"
"20306";"GM0861";"2021JJ00";"   45500"
"20307";"GM0861";"2022JJ00";"   45822"
"20308";"GM0861";"2023JJ00";"   46417"
"20309";"GM0861";"2024JJ00";"   46827"
"20335";"GM0453";"2020JJ00";"   68648"
"20336";"GM0453";"2021JJ00";"   68617"
"20337";"GM0453";"2022JJ00";"   68482"
"20338";"GM0453";"2023JJ00";"   68790"
"20339";"GM0453";"2024JJ00";"   69241"
"20365";"GM0454";"2020JJ00";""
"20366";"GM0454";"2021JJ00";""
"20367";"GM0454";"2022JJ00";""
"20368";"GM0454";"2023JJ00";""
"20369";"GM0454";"2024JJ00";""
"20395";"GM0983";"2020JJ00";"  101802"
"20396";"GM0983";"2021JJ00";"  101988"
"20397";"GM0983";"2022JJ00";"  102136"
"20398";"GM0983";"2023JJ00";"  103328"
